MRR@100
1.0
1.0
1.0
0.2
0.3333333333333333
1.0
0.5
0.0
0.5
1.0
0.0
1.0
1.0
1.0
0.3333333333333333
0.16666666666666666
1.0
1.0
1.0
1.0
0.3333333333333333
1.0
1.0
0.0
0.0
1.0
1.0
0.16666666666666666
1.0
1.0
0.038461538461538464
0.0
0.0
1.0
0.5
0.16666666666666666
1.0
1.0
0.05555555555555555
1.0
1.0
0.0
1.0
0.3333333333333333
1.0
0.3333333333333333
0.0
1.0
0.5
0.125
1.0
0.0
0.1111111111111111
0.08333333333333333
0.5
1.0
1.0
0.034482758620689655
0.0
0.02702702702702703
0.04
0.0
0.0
1.0
1.0
0.06666666666666667
0.08333333333333333
0.1
0.0
1.0
0.5
1.0
0.0
0.1111111111111111
0.5
0.0
0.25
0.1
0.2
1.0
1.0
0.0
1.0
0.0
1.0
0.5
1.0
1.0
1.0
0.2
1.0
0.2
0.2
0.25
0.5
1.0
0.3333333333333333
0.3333333333333333
0.3333333333333333
0.2
0.043478260869565216
1.0
0.3333333333333333
0.3333333333333333
0.03333333333333333
0.0
1.0
0.2
0.3333333333333333
0.0625
0.5
0.14285714285714285
0.09090909090909091
1.0
0.5
0.5
1.0
0.5
1.0
1.0
1.0
1.0
0.02631578947368421
0.5
0.0
0.3333333333333333
1.0
1.0
0.3333333333333333
0.16666666666666666
1.0
0.05
1.0
1.0
1.0
1.0
0.02857142857142857
1.0
0.0
0.09090909090909091
0.16666666666666666
0.3333333333333333
1.0
0.0
0.5
0.0
1.0
0.0
0.0
0.3333333333333333
1.0
0.0
1.0
1.0
0.2
0.3333333333333333
0.06666666666666667
0.125
0.3333333333333333
0.16666666666666666
0.2
0.25
1.0
1.0
0.5
1.0
1.0
1.0
1.0
1.0
0.5
0.125
1.0
0.2
0.3333333333333333
0.0
1.0
0.0
0.3333333333333333
1.0
0.034482758620689655
0.14285714285714285
0.0
1.0
0.3333333333333333
1.0
0.5
0.05263157894736842
1.0
1.0
0.5
1.0
0.05555555555555555
1.0
0.3333333333333333
1.0
1.0
1.0
1.0
1.0
0.0
1.0
0.16666666666666666
1.0
0.5
1.0
1.0
0.3333333333333333
0.0
0.14285714285714285
1.0
1.0
0.08333333333333333
1.0
0.0
0.25
1.0
1.0
0.3333333333333333
0.0
0.0
0.3333333333333333
0.07142857142857142
0.25
1.0
0.06666666666666667
0.0
1.0
0.5
0.3333333333333333
0.125
1.0
1.0
0.5
0.0
1.0
0.09090909090909091
0.3333333333333333
0.5
1.0
1.0
1.0
1.0
0.0
0.0
0.0
0.0
0.5
1.0
0.0
1.0
0.0
0.030303030303030304
0.1111111111111111
0.2
1.0
0.5
1.0
1.0
1.0
1.0
1.0
0.06666666666666667
1.0
1.0
1.0
0.058823529411764705
1.0
1.0
0.0
0.3333333333333333
1.0
0.3333333333333333
1.0
1.0
1.0
0.2
1.0
1.0
0.0
0.0
1.0
0.2
1.0
1.0
0.0
1.0
0.3333333333333333
1.0
0.06666666666666667
1.0
0.3333333333333333
0.0
1.0
1.0
0.2
1.0
0.0
1.0
1.0
0.125
0.027777777777777776
0.5
1.0
0.3333333333333333
1.0
0.0
1.0
0.5
1.0
0.0
0.05263157894736842
0.0
1.0
1.0
1.0
1.0
1.0
1.0
0.3333333333333333
0.06666666666666667
1.0
1.0
1.0
0.0
1.0
0.14285714285714285
0.0
1.0
0.0
1.0
0.030303030303030304
1.0
1.0
1.0
1.0
1.0
0.3333333333333333
0.0
1.0
1.0
0.3333333333333333
1.0
0.09090909090909091
0.16666666666666666
0.03225806451612903
0.5
1.0
0.1
0.25
1.0
0.0
0.25
0.16666666666666666
0.0
1.0
0.09090909090909091
1.0
1.0
1.0
1.0
0.1111111111111111
0.0
0.1
0.3333333333333333
0.5
0.0
0.16666666666666666
1.0
1.0
0.5
1.0
0.5
1.0
0.3333333333333333
0.25
1.0
0.047619047619047616
0.5
1.0
1.0
1.0
1.0
0.14285714285714285
